char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status,repair_status,remaining_reason,remaining_detail
斶,U+65B6,7956,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1974,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬸪,U+2CE2A,7958,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
䲠,U+4CA0,7960,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬶟,U+2CD9F,7961,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
鲾,U+9CBE,7962,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1726,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬶠,U+2CDA0,7963,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
鲿,U+9CBF,7964,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1727,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
鳁,U+9CC1,7965,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1729,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
鳂,U+9CC2,7966,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1730,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
鳈,U+9CC8,7967,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1736,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
鳉,U+9CC9,7968,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1737,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䗪,U+45EA,7970,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左上包,5,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
襕,U+8955,7972,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,853,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
襚,U+895A,7973,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,858,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬶨,U+2CDA8,7974,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
螱,U+87B1,7975,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,433,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
嬬,U+5B2C,7977,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1324,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
嬥,U+5B25,7978,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1317,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𦈡,U+26221,7979,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫄸,U+2B138,7980,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
瓀,U+74C0,7981,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1728,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬟁,U+2C7C1,7987,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
黡,U+9EE1,7993,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,225,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𥖨,U+255A8,7996,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
蹢,U+8E62,7997,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,98,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
蹜,U+8E5C,7998,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,92,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
蟫,U+87EB,7999,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,491,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䗴,U+45F4,8000,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
嚚,U+569A,8001,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上中下,2,present,True,154,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
髃,U+9AC3,8002,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1219,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
镮,U+956E,8003,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1902,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
酂,U+9142,8005,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,834,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
馧,U+99A7,8006,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,935,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
簠,U+7C20,8007,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1568,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
簝,U+7C1D,8008,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1565,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
簰,U+7C30,8009,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1584,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
鼫,U+9F2B,8010,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,299,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
臑,U+81D1,8013,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,977,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䲢,U+4CA2,8014,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
鳒,U+9CD2,8016,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1746,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
鹯,U+9E6F,8018,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,111,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
